,date,meantemp,humidity,wind_speed,meanpressure,pretemp,month,monthint,monthint2,model2,model3,model4
96,2013-04-07,29.143,23.286,10.314,1005.0,25.857,04,4,16,28.169225649869162,28.581724449064968,28.58172444906534
97,2013-04-08,28.714,33.857,5.3,1006.0,29.143,04,4,16,30.1814073036025,29.974678802795168,29.974678802795623
98,2013-04-09,30.167,30.5,8.65,1005.333,28.714,04,4,16,29.93327090485397,29.842438847581885,29.842438847582343
99,2013-04-10,30.0,28.0,6.1,1006.714,30.167,04,4,16,31.18556673312317,31.09007023425435,31.090070234254764
100,2013-04-11,30.0,24.2,7.78,1006.4,30.0,04,4,16,31.199913201742596,31.23616689376166,31.23616689376205
101,2013-04-12,28.857,32.571,6.343,1007.571,30.0,04,4,16,30.832780027467273,30.580608995595124,30.580608995595583
102,2013-04-13,30.2,29.2,10.0,1008.4,28.857,04,4,16,30.0592611678892,29.984357700107505,29.98435770010797
103,2013-04-14,28.25,39.375,6.487,1007.0,30.2,04,4,16,30.63892414961563,30.11565610026924,30.115656100269774
104,2013-04-15,28.25,41.375,6.25,1003.875,28.25,04,4,16,29.13687997099997,28.721175603288145,28.72117560328868
105,2013-04-16,32.125,24.625,10.425,1000.0,28.25,04,4,16,29.83170290401993,29.974886593114004,29.974886593114416
106,2013-04-17,29.2,24.2,6.66,1002.2,32.125,04,4,16,32.771915048480636,32.62994764227685,32.62994764227726
107,2013-04-18,30.286,30.286,4.757,1002.857,29.2,04,4,16,30.414666895739224,30.34199769313617,30.341997693136587
108,2013-04-19,28.286,31.286,3.971,1002.571,30.286,04,4,16,31.17547906699628,30.977861834990918,30.97786183499134
109,2013-04-20,30.625,29.0,7.638,1003.375,28.286,04,4,16,29.728216785838377,29.745943094967828,29.745943094968247
110,2013-04-21,27.667,38.667,13.883,1006.833,30.625,04,4,16,30.754774583278703,30.11503432790938,30.115034327910017
111,2013-04-22,27.375,45.375,7.65,1010.0,27.667,04,4,16,28.475681417718338,27.946082422216424,27.946082422217017
112,2013-04-23,28.625,44.125,4.625,1009.875,27.375,04,4,16,28.4183996847228,28.00397848302601,28.003978483026543
113,2013-04-24,30.286,41.714,2.114,1008.571,28.625,04,4,16,29.518233878586578,29.113846798400623,29.11384679840112
114,2013-04-25,31.143,38.286,3.7,1007.714,30.286,04,4,16,30.839978609938157,30.388115432292476,30.388115432292963
115,2013-04-26,29.875,45.875,6.712,1008.375,31.143,04,4,16,30.995173717993875,30.143069023972032,30.14306902397265
116,2013-04-27,31.143,31.429,13.486,1007.0,29.875,04,4,16,30.579697832526115,30.280799436782438,30.28079943678298
117,2013-04-28,30.571,28.0,12.971,1005.429,31.143,04,4,16,31.681438355637237,31.400450075989077,31.40045007598959
118,2013-04-29,32.125,26.375,7.875,1004.875,30.571,04,4,16,31.503372347555008,31.406001363604602,31.40600136360503
119,2013-04-30,31.143,32.0,7.929,1004.857,32.125,04,4,16,32.34996888948698,31.902654175798617,31.902654175799114
120,2013-05-01,31.857,15.857,12.686,1002.833,31.143,05,5,25,32.93925672574488,33.52772784894204,33.52772784894245
121,2013-05-02,29.833,22.167,11.433,1001.2,31.857,05,5,25,33.18438337588216,33.487923458628934,33.4879234586294
122,2013-05-03,28.571,31.571,9.0,999.429,29.833,05,5,25,31.332391318891055,31.52155391290046,31.521553912900966
123,2013-05-04,32.857,31.429,2.914,999.0,28.571,05,5,25,30.612500003517724,31.01585016334095,31.015850163341344
124,2013-05-05,32.625,31.125,3.012,1000.625,32.857,05,5,25,33.72589591327977,33.71947420997178,33.71947420997225
125,2013-05-06,32.75,39.25,3.7,1001.625,32.625,05,5,25,33.13789627528669,32.84501233599885,32.84501233599942
126,2013-05-07,32.875,33.25,7.175,1002.0,32.75,05,5,25,33.416630305987766,33.283930405902964,33.28393040590352
127,2013-05-08,34.5,23.0,9.25,1001.167,32.875,05,5,25,33.946966775190305,34.15076889723781,34.15076889723828
128,2013-05-09,34.286,26.0,8.986,1000.857,34.5,05,5,25,34.98360233963498,34.92142771787706,34.92142771787758
129,2013-05-10,34.0,27.714,9.529,1000.143,34.286,05,5,25,34.72793809304757,34.615909531375294,34.61590953137585
130,2013-05-11,30.75,30.375,14.812,999.875,34.0,05,5,25,34.228523941037054,33.972265867816944,33.97226586781759
131,2013-05-12,29.857,40.143,5.829,1003.714,30.75,05,5,25,31.672047007919414,31.499932427317493,31.499932427318058
132,2013-05-13,31.714,34.0,3.971,1003.571,29.857,05,5,25,31.384447171408752,31.552286749329486,31.552286749329948
133,2013-05-14,32.286,34.286,4.771,1001.571,31.714,05,5,25,32.689680351311544,32.65394876305196,32.65394876305247
134,2013-05-15,33.0,33.0,3.238,999.857,32.286,05,5,25,33.21369587868995,33.19088405204121,33.190884052041696
135,2013-05-16,33.0,34.75,7.175,998.5,33.0,05,5,25,33.52386600480721,33.31139471108155,33.31139471108212
136,2013-05-17,32.833,28.167,9.867,1000.333,33.0,05,5,25,33.764755422433566,33.75718501900229,33.75718501900283
137,2013-05-18,31.4,42.2,12.967,999.0,32.833,05,5,25,32.85977078736509,32.30773500684538,32.30773500684609
138,2013-05-19,35.333,22.333,15.75,999.667,31.4,05,5,25,32.713347262422204,32.994930252703114,32.99493025270363
139,2013-05-20,36.4,24.2,7.4,998.4,35.333,05,5,25,35.72335202836707,35.66823690173963,35.66823690174013
140,2013-05-21,36.0,19.0,11.371,998.667,36.4,05,5,25,36.62926418005158,36.60565900636708,36.6056590063676
141,2013-05-22,36.75,22.125,17.588,998.625,36.0,05,5,25,35.995968738741716,35.80908344244365,35.809083442444276
142,2013-05-23,37.5,23.333,13.567,997.167,36.75,05,5,25,36.60248143648514,36.3540633520091,36.3540633520097
143,2013-05-24,38.429,27.429,11.386,996.429,37.5,05,5,25,37.010812343467286,36.568578096070574,36.56857809607121
144,2013-05-25,38.714,22.429,10.314,998.143,38.429,05,5,25,37.9614566644364,37.62763585624365,37.62763585624424
145,2013-05-26,37.8,21.2,10.74,998.2,38.714,05,5,25,38.215007557460495,37.89261312260671,37.892613122607294
146,2013-05-27,35.857,31.571,8.729,999.143,37.8,05,5,25,37.105826798458814,36.51881553331338,36.51881553331403
147,2013-05-28,35.333,29.0,8.333,1000.167,35.857,05,5,25,35.83821692002367,35.54176165129637,35.54176165129694
148,2013-05-29,34.143,27.857,5.557,999.429,35.333,05,5,25,35.60017415927485,35.43610891659648,35.43610891659699
149,2013-05-30,32.2,28.2,5.56,999.6,34.143,05,5,25,34.72211986661192,34.66187023825542,34.661870238255915
150,2013-05-31,33.625,40.125,10.638,998.714,32.2,05,5,25,32.57493993078519,32.19405019119598,32.19405019119663
151,2013-06-01,32.0,54.0,13.438,998.75,33.625,06,6,36,33.19636199913818,33.20889881244327,33.20889881244351
152,2013-06-02,32.4,56.6,14.2,1001.0,32.0,06,6,36,31.869439053475162,32.33210709509443,32.332107095094685
153,2013-06-03,35.6,47.0,12.24,999.6,32.4,06,6,36,32.69039964523467,33.397440227285635,33.39744022728577
154,2013-06-04,35.857,42.571,5.029,999.857,35.6,06,6,36,35.4443319027349,35.31961905034459,35.31961905034463
155,2013-06-05,37.167,36.5,9.867,998.0,35.857,06,6,36,35.78033706163728,35.72349728570284,35.72349728570287
156,2013-06-06,31.286,61.714,10.043,997.286,37.167,06,6,36,35.48453765504496,34.0469743158685,34.04697431586881
157,2013-06-07,34.0,49.25,7.413,998.0,31.286,06,6,36,31.92157402069849,32.99502448241358,32.995024482413655
158,2013-06-08,34.2,57.4,13.34,997.0,34.0,06,6,36,33.30373511699089,33.063846682655566,33.06384668265584
159,2013-06-09,36.167,40.0,11.417,995.167,34.2,06,6,36,34.36192701044964,34.72194527295437,34.72194527295445
160,2013-06-10,36.625,42.75,8.1,995.125,36.167,06,6,36,35.75180375055264,35.383163115899436,35.383163115899514
161,2013-06-11,30.167,61.667,16.35,1000.0,36.625,06,6,36,34.90152117495738,33.56285845249742,33.562858452497814
162,2013-06-12,34.143,54.143,7.414,998.0,30.167,06,6,36,30.871489524829244,32.147881871848114,32.147881871848234
163,2013-06-13,29.833,68.667,9.867,998.667,34.143,06,6,36,32.96018817230089,32.304699739576,32.30469973957635
164,2013-06-14,30.143,68.143,7.943,997.429,29.833,06,6,36,29.926003362300847,30.79329222960118,30.79329222960145
165,2013-06-15,30.714,65.0,13.229,997.857,30.143,06,6,36,30.142837134704735,30.945618373657048,30.945618373657346
166,2013-06-16,27.0,88.857,8.486,996.429,30.714,06,6,36,29.52954371742728,29.32380863640639,29.32380863640689
167,2013-06-17,26.875,87.375,8.338,994.75,27.0,06,6,36,26.91931123761602,28.042577843429484,28.04257784342992
168,2013-06-18,28.4,83.6,5.18,996.4,26.875,06,6,36,27.11096066930485,28.460524792571775,28.46052479257213
169,2013-06-19,29.857,72.857,4.229,999.0,28.4,06,6,36,28.771243823544808,30.00776995506099,30.00776995506124
170,2013-06-20,33.0,52.714,4.771,997.167,29.857,06,6,36,30.79827716547576,32.27063190279725,32.27063190279732
171,2013-06-21,34.833,47.333,5.867,995.333,33.0,06,6,36,33.30336078432211,33.88201489933552,33.88201489933559
172,2013-06-22,35.6,39.4,10.74,996.2,34.833,06,6,36,34.87018102143085,35.044973119400595,35.04497311940066
173,2013-06-23,35.167,53.0,8.35,995.667,35.6,06,6,36,34.8304331019615,34.27466247789681,34.274662477896996
174,2013-06-24,33.143,55.0,13.229,996.286,35.167,06,6,36,34.26948054123113,33.71984838090415,33.71984838090441
175,2013-06-25,30.571,70.429,11.114,999.167,33.143,06,6,36,32.11183918735142,31.716464224715473,31.716464224715843
176,2013-06-26,30.667,71.5,6.483,999.0,30.571,06,6,36,30.33986917522063,30.851078571520468,30.85107857152076
177,2013-06-27,31.429,61.857,7.957,996.714,30.667,06,6,36,30.83781070803299,31.650930379414156,31.650930379414362
178,2013-06-28,31.5,64.25,8.812,996.0,31.429,06,6,36,31.245504745497122,31.697375072889862,31.697375072890114
179,2013-06-29,33.25,57.0,13.875,995.25,31.5,06,6,36,31.497931280722476,32.12169753525292,32.12169753525317
180,2013-06-30,32.833,52.167,10.5,997.167,33.25,06,6,36,33.10498878871496,33.35478751187368,33.35478751187385
181,2013-07-01,33.857,54.0,8.729,996.429,32.833,07,7,49,32.82963075439844,33.02538240878357,33.025382408783884
182,2013-07-02,33.143,58.286,9.8,996.0,33.857,07,7,49,33.32732831961655,32.995536002279806,32.9955360022802
183,2013-07-03,31.571,70.0,6.357,997.571,33.143,07,7,49,32.34076032777235,31.87264732727025,31.872647327270712
184,2013-07-04,32.375,67.5,9.25,997.0,31.571,07,7,49,31.23742058270231,31.365108589315483,31.365108589315923
185,2013-07-05,32.8,62.2,12.96,997.8,32.375,07,7,49,31.96592196076537,31.9585789827063,31.958578982706747
186,2013-07-06,31.0,73.143,11.371,1000.571,32.8,07,7,49,31.784663171060366,31.249076111780745,31.249076111781292
187,2013-07-07,31.167,77.333,7.1,1000.167,31.0,07,7,49,30.407123449647937,30.400180570310894,30.400180570311406
188,2013-07-08,29.833,75.167,6.483,997.5,31.167,07,7,49,30.653242638357465,30.676988974534886,30.676988974535362
189,2013-07-09,29.0,78.833,8.017,996.833,29.833,07,7,49,29.46090113982057,29.78981740604216,29.789817406042676
190,2013-07-10,29.75,75.375,6.488,995.75,29.0,07,7,49,29.074773776616972,29.841011961058257,29.841011961058697
191,2013-07-11,32.5,65.5,7.117,997.333,29.75,07,7,49,30.083235639015967,30.94502547443943,30.945025474439788
192,2013-07-12,28.875,86.625,5.563,1000.0,32.5,07,7,49,31.083258932240646,30.236032807102852,30.236032807103463
193,2013-07-13,31.75,70.25,12.062,998.875,28.875,07,7,49,29.065355308370865,29.9855806285237,29.985580628524154
194,2013-07-14,30.75,71.625,4.812,997.375,31.75,07,7,49,31.30024491158276,31.276173794599917,31.276173794600354
195,2013-07-15,31.75,73.25,13.538,998.375,30.75,07,7,49,30.2296192513501,30.36940284026844,30.369402840268982
196,2013-07-16,29.875,83.875,9.0,999.0,31.75,07,7,49,30.57036206311627,30.035937441655715,30.03593744165633
197,2013-07-17,31.125,78.375,8.65,998.0,29.875,07,7,49,29.49440540150955,29.816782168378367,29.81678216837888
198,2013-07-18,31.75,76.0,5.55,995.0,31.125,07,7,49,30.610506537038813,30.63117808690541,30.63117808690589
199,2013-07-19,30.5,73.5,9.267,995.333,31.75,07,7,49,31.07174494996162,30.916038769471644,30.916038769472152
200,2013-07-20,26.833,90.667,4.933,999.167,30.5,07,7,49,29.456776058396542,29.161798932972964,29.161798932973568
201,2013-07-21,28.2,88.0,2.24,996.4,26.833,07,7,49,27.016681544000143,28.127350237124645,28.12735023712512
202,2013-07-22,29.5,80.333,4.333,996.833,28.2,07,7,49,28.31835016449901,29.20902146913727,29.209021469137717
203,2013-07-23,31.857,70.714,3.971,998.0,29.5,07,7,49,29.742577958885853,30.542856285603648,30.54285628560402
204,2013-07-24,29.714,84.143,3.971,997.143,31.857,07,7,49,30.78861445175204,30.277835665954346,30.277835665954896
205,2013-07-25,28.333,84.5,8.017,995.167,29.714,07,7,49,29.096460133754146,29.257666086425754,29.25766608642632
206,2013-07-26,30.0,73.857,5.571,995.429,28.333,07,7,49,28.6947479426531,29.76073347640897,29.76073347640937
207,2013-07-27,30.143,79.0,4.229,997.286,30.0,07,7,49,29.689532536112424,30.007631162874766,30.00763116287523
208,2013-07-28,32.286,67.429,6.086,998.143,30.143,07,7,49,30.30444907767401,30.973536371114722,30.97353637111509
209,2013-07-29,31.0,77.429,4.771,997.143,32.286,07,7,49,31.40430647476148,30.981284658529503,30.981284658530004
210,2013-07-30,30.5,75.667,8.017,996.5,31.0,07,7,49,30.460869138521463,30.502474045946897,30.5024740459474
211,2013-07-31,28.833,78.5,9.867,996.667,30.5,07,7,49,29.903268847249493,29.98758089067841,29.98758089067895
212,2013-08-01,30.0,73.5,5.55,998.0,28.833,08,8,64,28.841677803025576,29.854897142454192,29.85489714245483
213,2013-08-02,31.571,66.429,11.114,999.429,30.0,08,8,64,29.86306777269845,30.56952256568061,30.569522565681265
214,2013-08-03,32.5,62.333,10.817,1000.833,31.571,08,8,64,31.21015128946978,31.413007587439186,31.413007587439832
215,2013-08-04,32.5,62.5,5.1,993.25,32.5,08,8,64,32.04925212268394,31.93662192406392,31.936621924064497
216,2013-08-05,29.5,77.0,6.783,1001.0,32.5,08,8,64,31.285565178210728,30.614788685196654,30.6147886851974
217,2013-08-06,27.167,90.667,4.017,1002.167,29.5,08,8,64,28.52813617059263,28.650330602598782,28.65033060259959
218,2013-08-07,28.375,85.25,3.25,1001.875,27.167,08,8,64,27.12945025282061,28.440388641804795,28.44038864180549
219,2013-08-08,28.5,84.0,6.167,1000.5,28.375,08,8,64,27.975666541511124,28.785206104710603,28.785206104711346
220,2013-08-09,27.167,87.5,3.717,1001.0,28.5,08,8,64,27.969239177527097,28.631718245800705,28.63171824580145
221,2013-08-10,29.429,79.857,6.1,1000.333,27.167,08,8,64,27.307056015148113,28.776809868045152,28.77680986804583
222,2013-08-11,30.0,76.833,6.8,1001.167,29.429,08,8,64,29.070987706007706,29.693879881858322,29.69387988185902
223,2013-08-12,29.5,81.5,8.35,1001.0,30.0,08,8,64,29.207502842197314,29.39716453543914,29.397164535439916
224,2013-08-13,30.75,72.0,11.125,999.25,29.5,08,8,64,29.227302953877782,29.937896567545575,29.937896567546282
225,2013-08-14,29.667,74.333,9.867,999.833,30.75,08,8,64,30.055773470873426,30.173858212444884,30.17385821244563
226,2013-08-15,27.714,85.0,8.2,1001.714,29.667,08,8,64,28.79922875878092,29.00160659213777,29.00160659213857
227,2013-08-16,26.6,92.0,4.46,1000.8,27.714,08,8,64,27.15670447519235,27.972459329723577,27.97245932972437
228,2013-08-17,27.429,91.0,14.286,999.429,26.6,08,8,64,26.098827972595792,27.28069287232246,27.28069287232335
229,2013-08-18,28.333,83.833,1.233,1000.167,27.429,08,8,64,27.45039527622484,28.732010214498814,28.732010214499475
230,2013-08-19,28.167,84.667,5.55,1000.5,28.333,08,8,64,27.93140752498555,28.74262849314441,28.742628493145155
231,2013-08-20,27.375,88.5,5.325,999.0,28.167,08,8,64,27.629920677327924,28.372606992443743,28.372606992444517
232,2013-08-21,28.333,81.167,10.314,999.286,27.375,08,8,64,27.264199310660217,28.53930829752838,28.539308297529132
233,2013-08-22,29.167,74.833,6.483,1001.167,28.333,08,8,64,28.385826935137423,29.546477205790858,29.546477205791515
